Name,Connections
"INDIGO, ODYSSEUS",25
LOCUS,25
"JOSEPH, SHEVA",25
"CRAWLEY, BETRAND",25
HELLEN,25
STARDUST/T'URIN G'AR,25
"STARK, HOWARD",25
QUISLING,25
"COOPER, COLE",25
CAPTAIN HIP/FRED MAC,25
"LUMPKIN, WILHEMINA B",25
MISFIT/,25
"JEFFRIES, DR.",25
"COOPER, ROGER CAPS",25
SLAB/KRIS ANDERSON,25
INFECTIA/JOSEPHINE,25
"MEDINA, ANALISA MARI",25
ICEMAN DOPPELGANGER,25
TAURUS II/,25
KILLRAVEN/JONATHAN R,25
FOOLKILLER II/GREG S,25
"TEMPLE, CLAIRE",25
"MAGNUM, MOSES",24
DARK MOTHER/FINALITY,24
"BERGIER, REBECCA",24
PROMETHEUS [OLYMPIAN,24
EVER,24
"FROST, CARMILLA",24
EVERY-MAN,24
PROFESSOR X DOPPELGA,24
PRODIGAL/,24
ABOMINATION | MUTANT,24
KUROKO/,24
MUTAURUS,24
DOOMSDAY MAN,24
SAYGE,24
"LEI KUNG, THE THUNDE",24
"MARCEAUX, THEOREN",24
TEMPLAR/IAN FITZWILL,24
FALCONA [INHUMAN],24
CATAPHRAX,24
"PATRICK, KERRY",24
ANCIENT ONE/BARON MO,24
MOONBOY,24
BRUTE/REED RICHARDS ,24
"BERNSTEIN, DR. NOAH",24
"SU, DR. KO BIN",24
SINGER,24
JAGRFELM [ASGARDIAN],24
"LANGSTROM, LIEUTENAN",24
RAPUNZEL,24
"DRAKE, FRANKLIN",24
MACHETE/FERDINAND LO,24
"DREYFUSS, RACHEL",24
ADVA,24
BOONE,24
HAUPTMANN ENGLAND,24
LUMINOR,24
NEW SUN,24
"SNIDER, DET. LOU",24
STORM 2013,24
"LAPIN, EMIL",24
AVIOS,24
RAZORFIST III,24
CANDRA,24
GOLD,24
RED RAVEN,24
RED RAVEN II,24
GLUB,24
NIKKI/NICHOLETTE GOL,24
"LAVEAU, MARIE",24
RED WOLF/WILDRUN,24
TOTEM,24
ARCHAEOPTERYX/TONAJA,24
VAGABOND/PRISCILLA L,24
VIRAKO,24
"WADE, AGENT JOE",24
"RIVERA, DR. JASON",24
"SHIRE, DR. RANDALL",24
"COLON, CHERYL",24
OSAMA,24
"SHINCHUKO, LOTUS",24
"DEAN, SUSAN",24
"OLSON, MRS.",24
CH'THON,24
"HAMID, SHEIK",24
SKOOKA,24
DESTRUCTOR/PROFESSOR,24
BLOCKADE/DEXTER PARI,24
PAGAN,24
"HEYWERTH, GENERAL",24
KUBIK,24
SPYNE,24
"MCPHERSON, LING",24
VALKYRIE IV,24
"CHALMERS, JUDGE ROBE",24
"CERA, KAY",24
ROCKET RACCOON,24
THOR III DOPPELGANGE,24
BLOOD BROTHERS,24
"FURY, NICK | MUTANT ",24
"SCHOOLCRAFT, DR. DEN",23
ROUST,23
NEBULO,23
LORD TEMPLAR/,23
ORIKAL,23
SMILING TIGER/,23
BIG BEN/,23
GREEN GOBLIN | MUTAN,23
CALYPSO,23
"CONOWAY, SEKMEHT",23
"MASTERS, DR. AUGUST",23
BEEF/,23
ASKANI,23
"BAILEY, SARA GREY",23
NECRODAMUS,23
"LADONNA, HOLLY",23
"MULDOON, SGT. BRIAN",23
SHATTERFIST/,23
TYRAK,23
"MAXWELL, MORRIS",23
M'REEL,23
"RON, TALLA",23
ANTEUS,23
BLUNT,23
STINKY,23
LUNATIK/ARISEN TYRK,23
"KINCAID, JIMMY",23
AENTAROS,23
TERRAFORMER/SAM,23
MANTA,23
HYDRON,23
HODER [ASGARDIAN],23
MANSLAUGHTER,23
DEUCE,23
KID REAPER,23
JASON,23
"SNOW, CHARLIE",23
"HAGGERT, BOB",23
PIROUETTE/JOBETH,23
"PARKER, PETER | TIME",23
CYBELE [ETERNAL],23
VAKUME,23
"FERRARI, CONNIE",23
CEREBRO,23
"EVANS, DORIS",23
NOVA-PRIME,23
HAIRBAG/SUGGS,23
"WOLFE, HEDY",23
"PARKER, RICHARD",23
JACKHAMMER,23
GENTRY,23
BOMBLAST/,23
SET,23
NAMORA/AQUARIA NAUTI,23
FU MANCHU,23
TORGO,23
FIREBRAND II/BROXTEL,23
MASTER MOLD,23
WEAPON X III,23
GUARDSMAN/KEVIN O'BR,23
HIGHNOTE/RAOUL HERNA,23
"ANDREWS, DARYL TROOP",23
DEADBOLT,23
SACK,23
KRUEGER,23
NARDI,23
CAT MAN/HORGAN,23
"SUN, LIN",23
CYBERMANCER/DR. SUZI,23
CASSIOPEIA,23
MALAN Sometimes spel,23
KILMER,22
MOONDANCER,22
BANTAM/,22
COPPER,22
CRULE,22
HOARFROST/,22
"MICHEL, RAFE",22
"CONAN, NEAL",22
KILLIAN,22
"HIBBERT, HOPE",22
N'DELE,22
HAMES,22
ABSORBING MAN | MUTA,22
SHOTGUN III/,22
"BAXTER, NOAH",22
"KREA, BRUNO",22
SHRIEK/SANDRA DEEL/F,22
MR. FEAR III/PROF. L,22
MONMOUTH,22
"SMITH, KEVIN",22
COBALT MAN,22
TUC,22
"CORD, EDWIN",22
DEATHUNT 9000,22
"BRICKFORD, CLAY",22
BLOODY BESS,22
WAR TOY/ALKHEMA,22
TARANTULA II/CAPT. L,22
HURRICANE III,22
DEATH-STALKER,22
PROSH,22
MALTESE,22
TEMPEST II/NICOLETTE,22
OLD SKULL,22
DINU,22
ARAKI II,22
"MADISON, TAYLOR",22
DEMOGOBLIN,22
WARHEAD/GREGORY SLIV,22
KARNAK DOPPELGANGER,22
SPARROW,22
"CHALKER, PROF. VIC",22
SA'TNEEN,22
OVERBOSS DIXON,22
"TARR, BLACK JACK",22
ARIEL II,22
THALLIUM,22
STAR THIEF III/DITMI,22
PANDEMONIA,22
TERMINATOR II/PRINCE,22
FALZON,22
FOXFIRE/OLIVIA UNDER,22
ASTRONOMER,22
"SWANN, DR. EVAN",22
MAGNIR,22
PENTIGAAR,22
KATH,22
"STANFORD, DWIGHT ROL",22
"ROSS, COURTNEY",22
GORGON | MUTANT X-VE,22
JAWBREAKER/,22
TIMMONS,22
TITANIA/,22
FIREBALLS/JACK FARLE,22
JUPITER,22
GORGILLA,22
JESTER II,22
"CHORD, MIYAMI",22
CEREBRO | MUTANT-X V,22
POLTERGEIST/MICKEY S,22
MAXOV,22
TOKEN,22
TABOO,22
"ROBERTS, TED",22
RAMBO,22
HORUS [EGYPTIAN GOD],22
ANTRO,22
"STOCKBRIDGE, DEANNA",22
"HOUSTON, STELLA",22
BLACKBIRD/,22
INTERLOPER,22
"GILLISPIE, ANDREW AN",22
"JOHNSON, ANNA",22
MADAME QWA,22
LOBO,22
WALL/,22
"EDGERTON, MR.",22
FIREFALL II,22
JUNCTION,22
FIREFALL IV/TARN,22
EGMA,22
ESON II,22
"DILLON, BERNIE",21
"SUVOROV, ADMIRAL GRI",21
SWITCH/DEVON ALOMAR,21
ARSENAL,21
MAKO,21
IRON FIST | MUTANT X,21
IRIDIA [INHUMAN],21
HEADCASE,21
"NEKOBAH, ROMAN",21
"WEI, LINDA",21
CAPTAIN AMERICA IV/S,21
TYGERSTRYKE/,21
UNI-LORD,21
TYNDAR,21
UNBEING/BILLY BETELH,21
"STORM, JOHNNY | MUTA",21
QUILL,21
APE-X/XINA,21
PROCTOR,21
"MACLAIN, DR. MYRON",21
ANSWER,21
KLIGGER/SEN. EUGENE ,21
"COOPER, WHITNEY III",21
M-PLATE,21
M'SHULLA,21
"WILSON, LOUIS",21
"CARSON, LT. PAUL",21
QUEEN KNORDA/NORA QU,21
REE,21
JAM/JASMINE ARCHER,21
BEHEMOTH,21
"BYRNES, TIM",21
ARCHER/JUDE BLACK,21
"CRAIG, REV.",21
CRIMSON DYNAMO VI/VA,21
BUSHMASTER/JOHN MCIV,21
"ANDERSON, CHIEF MAGI",21
REPLICUS,21
"BURLEY, MIKE",21
"BUNYAN, PAUL",21
ABSALOM,21
SUNSTROKE/,21
SISTER DREAM,21
PISCES II,21
AURORA DOPPELGANGER,21
SAUL,21
"CHATTERTON, DAVE",21
MARIONETTE/MARI,21
WORD II/,21
VOYAGER,21
ORB,21
HUNTER IN DARKNESS,21
BIG CASINO/,21
NAKKA,21
AIRBORNE/,21
"AVRIL, SALLY",21
MARX,21
"CHUNG, LAO WEI",21
"GERASI, DON MARIO",21
"PARKER, MAY II",21
MASTER MENACE/DR. EM,21
"HSU, CHEN",21
SCANNER II/RHANLA,21
"CLARK, JOHN",21
"KEMEL, MEHMET",21
TOBIAS,21
HOOPSNAKE/,21
ZARAN II,21
KEY/,21
NEEDLE,21
LANCER/SAMANTHA DUNB,21
NEIFI [INHUMAN],21
"PARKER, BEN",21
"DRAKE, MADELINE BEAT",21
"CHANDLER, PEGGY",21
KAMAL,21
SPIKEY,21
"ASTROVIK, ARNOLD",21
"FONDOZZI, MICKEY",21
CHAKRA,21
"BRIGGS, AGENT STEPHA",21
PATRIOT/JEFF MACE,21
WARPY,21
FORGE | MUTANT X-VER,21
KING BEDLAM/CHRISTOP,21
"PARKER, RICHARD (ROB",21
DELPHOS,21
TAIFU/TOSHIO SASAKI,21
FIRE EATER/TOMAS,21
TEMPUS,21
TRADER,21
MAN-MOUNTAIN MARKO,21
"CROIX, ASHLEY",21
"BAZIN, BRODERICK RIC",20
"ZAFAR, OFFICER JIMMY",20
"HOLIDAY, JORDAN",20
MASTER PROGRAMMER,20
"HOWARD, PROFESSOR MA",20
"VAUGHAN, MRS.",20
"HENRY, JOHN",20
AMAZON,20
"LEBEAU, JACQUE",20
WIBBOW,20
"JACKSON, BRENT",20
"ARMBRUSTER, COLONEL ",20
"ISHIHARA, ZOE",20
"KRAUS, DR. FREIDERIC",20
"KURASOV, SIMYON BORI",20
"JONES, TIMOTHY",20
ARGOS,20
MEXXA RIEN,20
LEVAN,20
"WALKER, MICKEY",20
MARTINEX,20
"MARTINEZ, ISADORA",20
KASPIN,20
ANGEL IV,20
ASYLUM/,20
VOLX,20
MERCURY II,20
"MANN, DR. J. VERNON ",20
"MENNINGER, CLARA",20
THOR | MUTANT X-VERS,20
ERBIUM,20
"CIRE, MANUEL",20
"DELGADO, RUFUS",20
THERMITE/,20
"RUBINO, STEVE HEADSE",20
GAMESMASTER/JEREMY,20
"RYKER, HARLAN",20
"CHERRYH, RANDOLPH WI",20
GAUNT II,20
"O'HARA, ROBERT IRONG",20
"SAROYAN, NEAL",20
GENECIDE,20
NUADA,20
"SOLE, RANSOME",20
DARCO,20
BETTY-6,20
GLOM,20
GOLDEN-BLADE,20
SNAGG,20
SCRATCH,20
GRACE,20
"SEBASTIAN, MARISSA",20
SEESHA,20
NECROM,20
GREASY,20
TOPSPIN/DARREN MITCH,20
"SMITH, SIR DENIS NAY",20
BIG ONE/KENJIRO SASA,20
FU'SE,20
FROG-MAN II/EUGENE P,20
"ROMMEL, EDWIN ROMULU",20
SPYMASTER II,20
RAMONDA,20
"RAMIREZ, ALMA",20
RADIUM,20
"CAMPBELL, MEREDITH",20
CADMIUM,20
PUNISHER,20
"BYRD, NATHANIEL ALEX",20
"ENDO, DR. SUZI",20
STYGIAN STARBENDER,20
PROTOCIDE/PRIVATE CL,20
STEEL SERPENT,20
PROTECTOR III/,20
BRUTUS,20
CARTHUS,20
"FIELDING, CLARENCE",20
FIREFIGHT/,20
RICOCHET RITA,20
FIZGIG/,20
BRAMER,20
"FONG, DR. CHARLES WA",20
PEMBROKE,20
"BRADLEY, CARRIE",20
FORCE/CLAYTON WILSON,20
"PARKER, MAY | TIMESL",20
"PARKER, MARY",20
NAKOTA,20
DRUIG,20
"TSO, JASON",20
SHOC/NEIL AIKEN,20
TRUTH II,20
"SHAUNEGHANN, MICHAEL",20
"MORGAN, DR. VIVIAN",20
"MORELLE, NOLAN",20
SISTER PLEASURE/SCAR,20
MONTGOMERY,20
"CORNELIUS, DR.",20
"PARKER, MARY (ROBOT)",19
HANGMAN II/JASON ROL,19
AWESOME ANDROID,19
"CORRIGAN, ARCHIBALD ",19
MOONGLOW/,19
"ROBINSON, LUCY",19
HATE-MONGER/ADOLF HI,19
"KONIEV, IRINI",19
GEIRRODUR,19
COMET/HARRIS MOORE,19
TARTARUS,19
THUNDERBIRD/JOHN PRO,19
"WORTHINGTON, KATHRYN",19
VIRGO II,19
LEGAULT,19
DARIA,19
DARK COUNSEL/VARTU,19
"FENSTER, RICHARD",19
MIDNIGHT'S FIRE/,19
ZIRA,19
FEROCIA/,19
JOHNNY APPLESEED/JON,19
"SPAR, DR. KATHERINE ",19
GLORIAN/THOMAS GIDEO,19
LORD BALDAR,19
BLUDGEON/,19
LILITH/ANGEL O'HARA/,19
"HARDERMAN, QUENTIN",19
PRADDA FOL,19
"OXTON, PROFESSOR HEN",19
IRON MAN III/EDDIE M,19
DR. DECIBEL/ANTON DE,19
BLOODSTRIKE/ERIC CON,19
CHANCE,19
SUWAN,19
ONSLAUGHT,19
"KANNOR, ORLANDO",19
PRINCESS ZAFINA,19
"PRO, LE/",19
"SPAULDING, PETER",19
IZANAMI,19
CARRION II/MALCOLM M,19
MAGUIRE,19
WRAITH,19
STARSHINE/LANDRA,19
CRIMEBUSTER/FRANK MO,19
OGRESS/,19
DEATHLOK II/COL. JOH,19
"SCHWINNER, DR. ERIC",19
LIGHTMASTER/EDWARD L,19
THERA,19
SSSITH,19
"GRAY, CHARLES",19
"COLLINS, NICK",19
PUNCHOUT,19
TAKU,19
COBALT,19
SENTRY IV/VAL,19
RA'AL,19
"TAYLOR, JENNA",19
APOCRYPHUS,19
"HALE, NAN",19
LADY LOTUS,19
PICO,19
BROADSIDE,19
"TAUREY, WILLIAM MALC",19
PESTER,19
ANCESTOR/,19
COIL,19
INFERNO II/JOSEPH CO,19
RAKSOR [SKRULL],19
"CONKLIN, CAPT.",19
STRANGLER,19
MEMBRAIN/,19
TOI/REXEL TOIVEN,19
RAPIER,19
JINX,19
"BERGER, PROF.",19
JYX,19
GOG III,19
JAKAR,19
"BAZIN, ANDREW",19
"KINGMAN, BILL",19
"LANIEGE, BIANCA",19
"JONES, SANDY",19
GYRE,19
FIXX,19
MEEK,19
"SNOW, TANDY",19
FIELDSTONE/,19
"LYNN, NORMA",19
"SMYTHE, SPENCER",19
JESTER/JONATHAN POWE,19
BLACK BRIGADE,19
"JANES, FATHER MICHAE",19
GRASP,19
ARNSTROM,18
"SWITZLER, BEVERLY",18
"JONES, MAGGIE",18
PILGRIM,18
ARSENIC,18
DIVINITY,18
INTEGER,18
"POWELL, OFFICER MIKE",18
"DONNELY, VICTORIA TO",18
POWELL,18
SILENT ONE,18
BROTHER VOODOO | MUT,18
"LOMENZO, NICOLE",18
SUNSHINE/AUTUMN MACR,18
"COWEN, BUCK",18
SILVER DAGGER/ISAIAH,18
MINISTER TOME,18
"QUESADA, JOE",18
ULTIMO,18
"RANSOME, DR. SUSAN",18
"RANN, COMMANDER ARCT",18
APOCALYPSE | MUTANT ,18
"JENNINGS, JOSEPH",18
RANGER I/,18
DWELLER IN DARKNESS,18
MADAME HYDRA VI,18
SILVER FOX II/ZORA D,18
"STONE, TIBERIUS",18
"RALSTON, SENATOR ROB",18
"WILBURN, MYRON",18
"MILLER, CHRIS",18
"RAMIREZ, JAVIER",18
DREAMING CELESTIAL/T,18
"RASPUTINA, ILLYANA I",18
DRAGONFLY II/MEIKO Y,18
AREX,18
"ARKANIAN, GLIB",18
WEBWING,18
"PRENTISS, BETTY DEAN",18
"MAJCOMB, RENEE",18
FAITH,18
"PROCTOR, COORDINATOR",18
PROFESSOR X | MUTANT,18
DR. STRANGE | MUTANT,18
"CARMODY, MARY",18
EMBER,18
BURKE,18
"SUAREZ, RAPHAEL",18
MIRACLE MAN,18
MAGNESIUM,18
MIDNIGHT/M'NAI,18
ARIDES,18
ARIA,18
"RIGOLETTO, DON DANTE",18
CROSSFIRE,18
"PHIM, FATHER",18
BLACK KNIGHT III/EOB,18
GOGO TAMAGO/,18
NIGHTINGALE/,18
VESSEL,18
BLACK WIDOW II/YELEN,18
"YIN, DR. SU",18
"BLAKE, DR. DONALD",18
AHQLAU,18
"YEAGER, CALLIE",18
"O'BRYAN, BOB",18
HEPHAESTUS,18
LEO II/,18
MOONDRAGON DOPPELGAN,18
SPARK,18
CHEMISTRO/CURTIS CAR,18
"RUSSELL, LISSA",18
"KAPPELBAUM, MRS.",18
BASALLO/LAVA MEN KIN,18
GOLDBUG,18
BLACK KNIGHT II/SIR ,18
RANDOM,18
SHELLSHOCK/,18
"COLLINS, TRACY",18
TROLL/,18
MEDEA,18
MUTANT MASTER,18
GROTESK,18
MYSTIQUE | MUTANT X-,18
COCKROACH/,18
NAHREES [INHUMAN],18
HIGH OVERLORD,18
"BILLUPS, AGENT",18
"KWAN, TERRY",18
GREY KING/ADDISON FA,18
NANNY,18
MORG,18
NEFFETHESK,18
"BENNING, VERONICA",18
COLOSSUS II | MUTANT,18
GAMECOCK/,18
HARD BOILED HENWY,18
PESTILENCE/CAPT. F.R,18
CHARLIE 27,18
"MONTESI, VICTORIA",18
BELDAME,18
HILARY,18
SHREW/MARILYN MAYCRO,18
CHAINSAW/,18
BATTLEAXE II/JEROME ,18
LLAN,18
"MONTOYA, JULIO",18
"HARRIS, CHRISTINE",18
FLYING DUTCHMAN,18
CRIMSON,18
DEMON BEAR,18
LINK,18
TECHNARX,18
THIN MAN/BRUCE DICKS,18
BLOODWRAITH/SEAN DOL,18
HARDBALL,18
ACBA,18
"HARROW, DR. JONAS",18
RIOT-ACT/,18
DEXAM,17
"DONLEAVY, HANNAH",17
RINGO KID,17
LANDSLIDE II/LEE BRO,17
SEA URCHIN/JEREMY SW,17
ZAWADI,17
"D'AURIA, JACK",17
RIOT II/,17
"D'ANGELO, LIEUTENANT",17
SHAPER OF WORLDS,17
JUSTICE PEACE,17
REVENANT/,17
SISTER AGONY,17
CRUSADER X/BRIAN BRA,17
COLDBLOOD/,17
CARBON,17
SIINGARD,17
"STANACHEK, FREDDIE",17
RED QUEEN,17
LANN,17
"CHADWICK, DR. HESPER",17
DAYDREAMER/CATHERINE,17
"CHASIN, MAJOR",17
ANGLER,17
DR. FAUSTUS,17
COMMCAST/GARABED BAS,17
"RYKING, ALEXANDER",17
LIBERATOR/PRINCE TRI,17
SPAT,17
CENTARIUS,17
"DORNOVA-BLONSKY, NAD",17
SOUL-EATER,17
"CHANDRA, DR.",17
DR. SUN,17
RAVEN | MUTANT X-VER,17
"CHURCH, LYNN",17
"CARLISLE, MELISSA BO",17
"CASS, LARRY MAD DOG",17
SKADI,17
DARK MASTER,17
DARK CRAWLER,17
"LOR, KONA",17
SODIUM,17
RUCKUS,17
CHAIN,17
DORMA II [ATLANTEAN],17
LOBLOLLY/,17
ZZZAX,17
PLANNER,17
HUNKIR,17
"WALSH, LYNN",17
"PHILLIPS, SIR GORDON",17
BALOR,17
BLACK BOLT | MUTANT ,17
"BANCROFT, MARTINE",17
PIRANHA,17
FIRESTAR DOPPELGANGE,17
BIRDY,17
GREGOR,17
FANTASIA,17
BRONA,17
"POITIER, CLAUDE",17
T-RAY/WADE WILSON,17
GROK,17
VANIUM,17
HIPPOLYTA [GREEK GOD,17
VANADIUM,17
IRON MAIDEN II/,17
"GRANT, MARY MEEKS",17
MANAT,17
ASYLUM II/HENRIQUE M,17
"BRADDOCK, JAMES JR. ",17
GANTRY,17
"THOMPSON, ROSIE",17
AUTHORITY/,17
AXE/,17
VIRA,17
GIBBON/MARTIN BLANK,17
"BOLT, COUNCILMAN AND",17
"FUANARO, RENEE",17
"FROST, BYRON",17
BORA,17
PAPA HAGG,17
BLACKJACK/,17
BLACKBODY,17
NOM,17
WALKABOUT,17
FOUNDRY,17
"BAKER, ANNE-MARIE",17
"FAWN, FELICIA",17
"DUGAN, DUM DUM | MUT",17
BRUTE II/,17
"CACHES, PROF. MARINA",17
SUNTURION/ARTHUR DEA,17
ARIZE,17
HARDCORE/,17
"MILLER, STACI MURPHY",17
"MONTOYA, MARIA",17
"MESSENGER, TOBIAS",17
QIRMET,17
PROFESSOR ANGST/DR. ,17
JAMIL,17
BAYMAX,17
EL AGUILA,17
"BAZIN, ALLEGRA",17
ECSTACY/MME. RENE DE,17
CAPTAIN AMERICA V/RO,17
HANGMAN,17
ELWOOD,17
HAMMERHAND,17
IZANAMI II,17
CYLLA II,16
"VOGE, TULLAMORE",16
MENDICUS,16
"KLEINFELDT, LORNA",16
VIBRO/DR. FRANCIS VI,16
MECHADOOM,16
BLACKWING II/,16
HATE-MONGER V,16
SKYHAWK/WINSTON BILL,16
"CHURCHILL, SIR WINST",16
"KRYZEWSKI, LEONARD M",16
"NUGENT, ALICE",16
NUKE,16
THREADGOLD,16
SORRENTINO/SORRENTIN,16
SERVITOR,16
"O'CONNELL, TARYN",16
HAG/,16
CHINOOK,16
"TRASK, DR. BOLIVAR",16
DEADHEAD,16
KNAVE,16
OGUN,16
MARVEL BOY III/ROBER,16
"SABINI, JERRY THE WH",16
HEADMISTRESS/,16
OJANI,16
"COURTNEY, DELPHINE",16
HAMIR,16
TYPHON,16
KIKO,16
GREEN GOBLIN III/BAR,16
KYMRI,16
"BENJAMIN, BYRON",16
VEEG,16
ADVENT/KYLE GROBE,16
"SHERIDAN, FLORENCE",16
BARTOS,16
SCRIBE,16
TORES,16
DADDY LONGLEGS/RAMSE,16
CRIMSON CRUSADER/ROR,16
"GRANT, PHILLIP",16
SISTER DEATH,16
"DAHN, FARNOQ",16
BARONESS ZEMO/HEIKE,16
"DAKESIAN, NANCI",16
BERYLLIUM,16
TORO II/BENITO SERRA,16
MOJO II,16
"TODD, FISHER",16
SICKLE,16
"NIXON, RICHARD",16
"SCHOENFELD, ELAINE",16
SCARUM/,16
"HASARD, SAMANTHA",16
"RAMIREZ, ROSA",16
LICH,16
"BAZIN, PHILLIPPE",16
INDECH,16
"ARCHER, ULYSSES SAMS",16
CAREGIVER/RUBANNA LA,16
"STUART, DR.",16
"PARK, ARCHIE",16
TEN-THIRTIFOR,16
STEEPLEJACK II/MAXWE,16
"PARTRIDGE, STEVE",16
LUCIFER,16
PROFESSOR XAVIER 201,16
"ST. CROIX, CARTIER",16
"JONES, AUGUSTINE",16
BRAINY,16
"ROBERTS, CHESS",16
IZZIFIZZ,16
"STEWART, TINA",16
"BRANDT, ELLEN",16
TARAKIS,16
IVORY/,16
BRUTUS KLOR,16
DMITRI,16
PREECHA,16
"DOLAN, CAPT. THOMAS",16
DOLMAN,16
"DONALDSON, LINDA",16
REFLEX/,16
ANELLE,16
DOOP,16
FEVER PITCH/,16
PARADIGM,16
STEGRON,16
ARTEMIS,16
WHITE KING,16
"DWORMAN, JIM",16
"DELACORTE, ARTHUR",16
"RUDOLFO, PRINCE",16
"AUSTIN, TERRY",16
ALISTRO,16
HYBRID/JAMES JIMMY M,16
"JARVIS, EDWIN | TIME",16
GALADRIEL,16
"MARLES, DR. THOMAS",16
CHAR,16
CAPTAIN U.K./LINDA M,16
OUIJA/,16
"LIPTON, LAURA",16
VORZEN,16
KALIKYA [INHUMAN],16
SPIDER-WOMAN IV/CHAR,16
"THOMPSON, HARRISON",16
"BOERKE, MAYOR",16
OMEGA II,16
DRAGONWING/,16
"STARK, MARIA | TIMES",15
MEGATAK,15
RED RONIN,15
WEASEL/JACK HAMMER,15
VALKYRIE II | MUTANT,15
MINDSINGER/GREGOR,15
MO MONEY,15
WILD CHILD DOPPELGAN,15
WINDY,15
"SIMON, FELIX",15
SIN-EATER/STAN CARTE,15
STARSHINE III/ANARRA,15
WILD CHILD | MUTANT ,15
"PRYDE, CARMEN",15
PSYKLOP,15
"RASPUTINA, ALEXANDRA",15
MERCURY III/,15
WATCHFIRE/,15
MISSING LINK,15
MIST MISTRESS,15
VALERIA,15
OLAR,15
SHANZAR,15
LASHER/,15
NOCTURNE/,15
SQUIRE/,15
SPYMASTER/JAKE JORDA,15
"WORTHINGTON, WARREN ",15
WRAITH II/HECTOR REN,15
NOY,15
SAVAGE STEEL II/ARTH,15
SONIC,15
SOUL MAN/FATHER JASO,15
ORBIT,15
"O'KEEFE, CHANDRA",15
SALTZ/,15
THOR REPLICOID,15
"OCULUS, LT.",15
X THE UNKNOWABLE,15
WYRE/,15
OMORO,15
MASTER ZEI,15
SNOWBIRD | MUTANT X-,15
"SMITH, JOE",15
SCORCH II,15
SHADES,15
REINHOLDT,15
WITNESS/NESS,15
LONGBOW/AMELIA GREER,15
REMIPED,15
"REYES, DR. DANIEL",15
RICOCHET/SEN. STEVEN,15
OMEGA,15
"TANAKA, RITA",15
"MAYE, APRIL",15
TASHA,15
"ST. HUBBINS, SARI",15
NEPTUNE [OLYMPIAN],15
NEUT,15
"SCOTT, PETER",15
"PARSONS, DR. DEREK",15
TIMESHADOW,15
WOLVERINE | MUTANT X,15
"LOCKER, MR.",15
FEAR EATER/KKALLAKKU,15
BLAZING SKULL/MARK T,15
"JONES, WALTER",15
AGONY/,15
BERNARD THE POET,15
"ANDERSON, MARJORIE",15
"ASTER, LUCIAN",15
"DESTINE, NEWTON",15
"HALE, TOM",15
AQUARIUS III/,15
"DUNCAN, FRED",15
HOGGOTH,15
BANDIT/,15
KATAR,15
HEX/DOMINIC DESTINE,15
HARBINGER,15
EL TORO NEGRO/SERGIO,15
"BUSHMAN, RAOUL",15
DARK RAIDER,15
"FONTAINE, CINDER",15
HARQUIS TEY,15
KHADIJAH,15
BLUE STREAK/,15
KID COLT II/ELRIC FR,15
"DANNING, SHEILA",15
ADAM X,15
"JONES, LOUISE",15
"GUTHRIE, JOSH",15
CERISE,15
HULK DOPPELGANGER,15
AMERICAN EAGLE II/JA,15
"GREER, GABRIELLE",15
GRAPPLER,15
DIBDEB,15
AMIKO,15
GORNKAI,15
"DILLON, JONATHAN",15
GOLDEN GIRL/GWENNY L,15
GODSTALKER,15
GO-DEVIL/GO ISHIMORI,15
CHI-CHEE,15
ARKO,15
"CHAPMAN, DEVIN",15
CONDOR,15
GENERAL ADMISSION,15
JESTER III,15
"DOVER, DONNA-LEE",15
HUMUS SAPIEN,15
HUMP/,15
DEATHLOK | MUTANT X-,15
BLACK WIDOW | MUTANT,15
BERYL,15
"CHADWICK, CHEER",15
"HIDALGO, DETECTIVE J",15
DROMEDAN,15
FAMINE | MUTANT X-VE,15
FIREFLY,15
FERA,15
HEADGEAR/,15
"KLEIN, SHIRLEY",15
KNIGHT ERRANT II,15
KNICK KNACK,15
"BRAWN, HUNTER",15
"EXETER, LT.",15
HEDRON,15
CEREBRITE BETA,14
BARIUM,14
"BEAUMONT, SPENCER",14
GARABALDI,14
REDSTONE/,14
HAZARD/CARTER RYKING,14
"WOLFE, MR.",14
MASTER LINK/WILLIS H,14
"SENNET, PAMELA",14
CEREBRITE ALPHA,14
REBOUND/,14
HEADLOK,14
SPRAGG,14
LUMP,14
TOUGH LOVE/,14
HAAG,14
"FALLON, RIGBY",14
SABOTEUR/,14
SENSATIONAL HYDRA/A ,14
"KLINE, MR.",14
"LU, MR.",14
JIGSAW,14
"EVE 3,031",14
CASSANDRA,14
"CONOVER, ALYSSA",14
ABCISSA,14
KLAER,14
STRACU,14
LIBERTY GIRL/BEV,14
"HAMILTON, MICKY",14
"PALMIOTTI, JIMMY",14
DULB,14
VEDA,14
"FUNARO, DONNA",14
P'KAR,14
ANTI-PHOENIX,14
RAMROD II,14
"LIPSCOMB, DR. ANGELA",14
G'ANYM,14
GAARK,14
"STEVENS, MILO",14
"STERN, ROGER",14
"BORROUGHS, CHARLES C",14
"FALCONER, CALVIN",14
THUNDERBOLT/BILLY CA,14
"STARK, HOWARD | TIME",14
WOLF,14
TALO,14
"GAMBLE, GRACIE",14
M'KUMBA,14
"JEROME, JASON",14
WORMWOOD,14
COBALT II,14
"WEIN, GLYNIS",14
IRON FIST H'YLTHRI I,14
IREZUMI/,14
BLACK FOX II/,14
"GRAY, SGT.",14
