,Name,Identity,Alignment,Gender,Status,Year
6825,Ivan Petrovsky (Earth-616),Public,Bad,Male,Living,1961.0
6826,Ivan Pushkin (Earth-616),Secret,Bad,Male,Living,1997.0
6827,Ivan Trevkov (Earth-616),Public,Bad,Male,Deceased,1992.0
6828,Ivan the Sculptor (Earth-616),Secret,Bad,Male,Living,1946.0
6829,Ivich Williamson (Earth-616),Secret,,Female,Living,1985.0
6830,Ivor (Earth-616),Public,Neutral,Male,Deceased,1975.0
6831,Ivory Honeyshot (Earth-616),No Dual,Good,Male,Living,
6832,Ixar (Earth-616),Secret,Bad,Male,Living,1967.0
6833,Ixastophanis (Earth-616),Public,,Male,Deceased,1994.0
6834,Ixchel (Earth-616),Public,,Female,Living,2012.0
6835,Izadquiel (Earth-616),Secret,Good,Male,Living,
6836,Izan (Captain America Foe) (Earth-616),Secret,Bad,Male,Deceased,1943.0
6837,Izan (Human Torch Foe) (Earth-616),Secret,Bad,Male,Living,1942.0
6838,Izanagi (The Hand) (Earth-616),,Bad,Male,Living,
6839,Izanagi-No-Mikoto (Earth-616),Secret,,Male,Living,1980.0
6840,Izanami (The Hand) (Earth-616),Secret,Bad,Female,Living,1991.0
6841,Izo (Earth-616),,Good,Male,Living,1996.0
6842,J'son (Earth-616),Public,Neutral,Male,Living,1977.0
6843,J-97 (Earth-616),Secret,Bad,Male,Living,1942.0
6844,J. Arthur Grover (Earth-616),No Dual,Good,Male,Deceased,1941.0
6845,J. M. Barrie (Earth-616),Public,,Male,Living,2006.0
6846,J. Norton (Earth-616),Public,Neutral,Male,Deceased,1952.0
6847,J. Patrick Smitty (Earth-616),,,Male,Living,2007.0
6848,J. Pennington Pennypacker (Earth-616),,,Male,Living,1992.0
6849,J. R. Walker (Earth-616),,Bad,Male,Living,1989.0
6850,J. Vernon Mann (Earth-616),Public,Good,Male,Living,1999.0
6851,J.P. Evans (Earth-616),Secret,Bad,Male,Living,1941.0
6852,J.R. Van De Kalb (Earth-616),Public,,Male,Living,1980.0
6853,J.W. (Earth-616),Public,,Male,Living,1966.0
6854,Ja Kyee Lrurt (Earth-616),No Dual,Good,Female,Living,
6855,Ja-Quari (Earth-616),Secret,,,Living,1983.0
6856,Jaafar Yoosuf (Earth-616),Secret,Bad,Male,Living,2007.0
6857,Jaagur (Earth-616),Public,Bad,Male,Living,1986.0
6858,Jaard (Earth-616),,Neutral,Male,Deceased,1976.0
6859,Jaboa Murphy (Earth-616),Public,Neutral,Female,Living,1991.0
6860,Jac'Oyaa (Earth-616),No Dual,Bad,Male,Living,1989.0
6861,Jacawitz (Earth-616),,,Male,Living,2012.0
6862,Jacinda Rodriquez (Earth-616),Secret,Bad,Female,Living,2003.0
6863,Jack (Earth-616),Public,,Male,Living,1976.0
6864,Jack (Stark Enterprises) (Earth-616),Public,,Male,Living,1964.0
6865,Jack Abbott (Earth-616),Public,Bad,Male,Living,2001.0
6866,Jack Abrams (Earth-616),Secret,Bad,Male,Living,2006.0
6867,Jack Baker (Earth-616),,Bad,Male,Living,1981.0
6868,Jack Bartley (Earth-616),No Dual,Good,Male,Living,1948.0
6869,Jack Bascomb (Earth-616),,,Male,Living,1989.0
6870,Jack Brennan (Earth-616),No Dual,Good,Male,Living,1986.0
6871,Jack Burke (Earth-616),No Dual,,Male,Living,1997.0
6872,Jack Casey (Earth-616),No Dual,Good,Male,Deceased,1940.0
6873,Jack Castle (Earth-616),Secret,Good,Male,Deceased,1940.0
6874,Jack Chain (Earth-616),Secret,Bad,Male,Living,
6875,Jack Cole (Earth-616),Public,Bad,Male,Living,1996.0
6876,Jack Croft (Earth-616),Secret,Bad,Male,Deceased,2006.0
6877,Jack D'Auria (Earth-616),Secret,Good,Male,Living,1990.0
6878,Jack Dio (Earth-616),Secret,Bad,Male,Living,2006.0
6879,Jack Dulouz (Earth-616),Secret,Bad,Male,Living,1982.0
6880,Jack Farley (Earth-616),,,Male,Living,2000.0
6881,Jack Freestone (Earth-616),Public,Good,Male,Living,2003.0
6882,Jack Frost (Earth-616),Secret,Good,Male,Living,1941.0
6883,Jack Fury (Earth-616),,Good,Male,Deceased,1970.0
6884,Jack Gowan (Earth-616),No Dual,Bad,Male,Deceased,2011.0
6885,Jack Hammer (Earth-616),Secret,Neutral,Male,Living,1993.0
6886,Jack Harrison (Earth-616),Secret,Good,Male,Living,1994.0
6887,Jack Harvey (Earth-616),Secret,Good,Male,Deceased,2003.0
6888,Jack Hasley (Earth-616),Secret,Bad,Male,Deceased,1945.0
6889,Jack Hazzard (Earth-616),Secret,,Male,Living,1986.0
6890,Jack Hollinster (Earth-616),Public,Good,Male,Living,1986.0
6891,Jack Holyoak (Earth-616),Public,Good,Male,Living,1996.0
6892,Jack Jordan (Earth-616),No Dual,Bad,Male,Living,1947.0
6893,Jack Kleveno (Earth-616),Secret,Bad,Male,Deceased,1970.0
6894,Jack Kooning (Earth-616),Public,,Male,Deceased,2007.0
6895,Jack Martin (Earth-616),Public,Good,Male,Living,1973.0
6896,Jack Mead (Earth-616),Public,,Male,Living,2002.0
6897,Jack Monroe (Earth-616),Public,Good,Male,Deceased,1953.0
6898,Jack O'Lantern (Crime-Master's) (Earth-616),Secret,Bad,Male,Living,2011.0
6899,Jack O'Lantern (Impostor) (Earth-616),Secret,Bad,Male,Living,
6900,Jack O'Lantern (Kid) (Earth-616),Secret,Bad,Male,Living,1982.0
6901,Jack O'Lantern (Levins) (Earth-616),Public,Bad,Male,Deceased,2009.0
6902,Jack Power (Earth-616),Secret,Good,Male,Living,1984.0
6903,Jack Prentice (Earth-616),Public,Bad,Male,Deceased,1945.0
6904,Jack Pulver (Earth-616),Secret,,Male,Living,1962.0
6905,Jack Rollins (Earth-616),Public,Good,Male,Living,1988.0
6906,Jack Rollins (LMD) (Earth-616),,,Male,Living,1988.0
6907,Jack Russell (Earth-616),Secret,Good,Male,Living,1972.0
6908,Jack Smithers (Earth-616),Secret,Good,Male,Living,1993.0
6909,"Jack Spears, Jr. (Earth-616)",Public,Good,Male,Living,1954.0
6910,"Jack Spears, Sr. (Earth-616)",Public,Good,Male,Living,1954.0
6911,Jack Starsmore (Earth-616),Secret,Neutral,Male,Living,2006.0
6912,Jack Taggert (Earth-616),Public,Bad,Male,Living,1988.0
6913,Jack Tarr (Earth-616),Secret,,Male,Living,1974.0
6914,Jack Truman (Earth-616),Secret,Good,Male,Living,1998.0
6915,Jack Van Nyborg (Earth-616),,Bad,Male,Living,1970.0
6916,Jack Vaughn (Earth-616),Public,Bad,Male,Living,2006.0
6917,Jack Ventura (Earth-616),Public,Neutral,Male,Deceased,1986.0
6918,Jack Wayne (Legion Personality) (Earth-616),No Dual,Bad,Male,Living,1985.0
6919,Jack White (Earth-616),Public,Good,Male,Living,2004.0
6920,Jack Wiley (Earth-616),Secret,Bad,Male,Living,
6921,Jack Williams (Earth-616),Public,Bad,Male,Living,1945.0
6922,Jack Winters (Earth-616),Secret,Bad,Male,Deceased,1967.0
6923,Jack Wordman (Earth-616),Public,Bad,Male,Living,1980.0
6924,Jack the Ripper (Earth-616),Secret,Bad,Male,Deceased,1945.0
6925,Jackal (Nazi) (Earth-616),Secret,Bad,Male,Living,1944.0
6926,Jackal (New Man) (Earth-616),,Bad,Male,Living,1992.0
6927,Jackie Lukus (Earth-616),Public,Bad,Female,Living,1988.0
6928,Jackie Shorr (Earth-616),Public,Bad,Female,Living,1992.0
6929,Jackie Starr (Earth-616),Public,Neutral,Male,Living,1948.0
6930,Jacko Tanner (Earth-616),No Dual,Neutral,Male,Living,1976.0
6931,Jackpot (One-Armed Bandit) (Earth-616),Secret,Bad,Male,Living,1979.0
6932,Jackson Arvad (Earth-616),Public,Neutral,Male,Living,1977.0
6933,Jackson Brice (Earth-616),Public,Bad,Male,Deceased,1964.0
6934,Jackson Day (Earth-616),Secret,Bad,Male,Living,1976.0
6935,Jackson Hunter (Earth-616),Public,Bad,Male,Deceased,1975.0
6936,Jackson Norriss (Earth-616),Public,Good,Male,Living,1970.0
6937,Jackson Tolliver (Earth-616),Public,Good,Male,Living,1985.0
6938,Jackson Weele (Earth-616),Secret,,Male,Living,1978.0
6939,Jacob Bolt (Earth-616),Public,Good,Male,Living,1972.0
6940,Jacob Conover (Earth-616),Secret,Bad,Male,Living,1976.0
6941,Jacob Eckhardt (Earth-616),Public,Bad,Male,Living,2005.0
6942,Jacob Eichorn (Earth-616),Secret,Bad,Male,Living,1988.0
6943,Jacob Feinman (Earth-616),Public,Neutral,Male,Living,2010.0
6944,Jacob Fury (Earth-616),Secret,Neutral,Male,Living,1967.0
6945,Jacob Fury (LMD) (Earth-616),Secret,Bad,Male,Living,1986.0
6946,"Jacob Gavin, Jr. (Earth-616)",Secret,Neutral,Female,Living,1993.0
6947,Jacob Goldstein (Earth-616),Secret,,Male,Living,1977.0
6948,Jacob Grimm (Earth-616),,Good,Male,Living,1982.0
6949,Jacob Lashinski (Earth-616),Secret,Bad,Male,Living,1998.0
6950,Jacob Nash (Earth-616),,,Male,Living,2002.0
6951,Jacob Oh (Earth-616),Secret,Good,Male,Living,2006.0
6952,Jacob Pace (Earth-616),Secret,,Male,Deceased,2005.0
6953,Jacob Pollock (Earth-616),No Dual,Bad,Male,Living,1976.0
6954,Jacob Raven (Earth-616),Public,,Male,Living,1994.0
6955,Jacob Reiss (Earth-616),Public,,Male,Deceased,1973.0
6956,Jacob Reisz (Earth-616),,,Male,Living,1989.0
6957,Jacob Roark (Earth-616),Public,Good,Male,Living,1988.0
6958,Jacob Shaw (Earth-616),Public,Bad,Male,Deceased,2000.0
6959,Jacob Vandernet (Earth-616),Public,,Male,Living,1984.0
6960,Jacob Wallaby (Earth-616),,,Male,Living,1978.0
6961,Jacob Weisenthal (Earth-616),Public,Good,Male,Deceased,1992.0
6962,Jacob Weiss (Earth-616),,Good,Male,Deceased,1969.0
6963,Jacqueline Falsworth (Earth-616),Public,Good,Female,Living,1976.0
6964,Jacqueline Freeman (Earth-616),Public,,Female,Living,1991.0
6965,Jacqueline Tavarez (Earth-616),Public,Good,Female,Living,1992.0
6966,Jacqueline Trufaut (Earth-616),Public,Bad,Female,Living,1984.0
6967,Jacques Dernier (Earth-616),,Good,Male,Living,1965.0
6968,Jacques Duquesne (Earth-616),Known to Authorities,Good,Male,Living,1965.0
6969,Jacques Girard (Earth-616),Public,,Male,Living,1993.0
6970,Jacques LaPoint (Earth-616),Secret,Bad,Male,Deceased,1974.0
6971,Jacques Larocque (Earth-616),Public,Good,Male,Living,1968.0
6972,Jacques Laval (Earth-616),Secret,Bad,Male,Living,1942.0
6973,Jacques LeBeau (Earth-616),Secret,Neutral,Male,Deceased,2000.0
6974,Jacques Moreau (Earth-616),Secret,,Male,Living,1985.0
6975,Jade (Earth-616),,Good,Female,Living,1975.0
6976,Jade Nelson (Earth-616),Secret,Bad,Male,Living,1947.0
6977,Jade Parisi (Earth-616),Public,Good,Female,Living,2004.0
6978,Jaeger (Earth-616),Secret,Bad,Male,Deceased,2000.0
6979,Jago (Earth-616),Public,Bad,Male,Deceased,1940.0
6980,Jago Marrak (Earth-616),Secret,Bad,Male,Living,1995.0
6981,Jagrfelm (Earth-616),Public,Neutral,Male,Living,2000.0
6982,Jaime Garcia (Earth-616),Public,Bad,Male,Living,1979.0
6983,Jaime Maldonado (Earth-616),No Dual,Good,Male,Living,
6984,Jaime Munoz (Earth-616),Public,,Male,Living,1994.0
6985,Jaime Ortiz (Earth-616),,Bad,Male,Living,1989.0
6986,Jaime Rodriguez (Earth-616),No Dual,,Male,Living,1984.0
6987,Jaime Slade (Earth-616),Secret,Bad,Female,Living,2010.0
6988,Jaime Vanderwall (Earth-616),,Good,Female,Living,2005.0
6989,Jaime Zaid (Earth-616),Secret,Bad,Male,Living,1999.0
6990,Jaime Zimmerman (Earth-616),Secret,Bad,Female,Living,1993.0
6991,Jaine Cutter (Earth-616),No Dual,Neutral,Female,Living,1994.0
6992,Jak (Earth-616),Public,Neutral,Male,Deceased,1989.0
6993,Jakal (Earth-616),Secret,Bad,Male,Deceased,1985.0
6994,Jakar (Earth-616),,Bad,Male,Living,1972.0
6995,Jakarra (Earth-616),Secret,,Male,Living,1977.0
6996,Jake (Mutant) (Earth-616),Public,Good,Male,Deceased,2012.0
6997,Jake Costanza (Earth-616),Public,Neutral,Male,Deceased,2004.0
6998,Jake Garza (Earth-616),Public,Neutral,Male,Living,2003.0
6999,Jake Jensen (Earth-616),Public,Good,Male,Deceased,1972.0
7000,Jake Jones (Earth-616),Public,Bad,Male,Living,1985.0
7001,Jake Mallard (Earth-616),,Neutral,Male,Deceased,1974.0
7002,Jake Malloy (Earth-616),,Bad,Male,Living,1968.0
7003,Jake Martino (Earth-616),Public,Bad,Male,Deceased,2007.0
7004,Jake Miller (Earth-616),,Neutral,Male,Deceased,1991.0
7005,Jake Olson (Duplicate) (Earth-616),No Dual,Good,Male,Deceased,1998.0
7006,Jake Olson (Earth-616),No Dual,Bad,Male,Deceased,1998.0
7007,Jake Slayton (Earth-616),,Good,Male,Living,2006.0
7008,Jaketch (Earth-616),Secret,Bad,Male,Living,1979.0
7009,Jakka (Earth-616),Public,Good,Male,Living,1984.0
7010,Jakkaru (Earth-616),Public,Bad,Male,Living,2011.0
7011,Jakkelburr (Earth-616),Public,Neutral,Male,Living,1975.0
7012,Jakob Eisenhardt (Earth-616),,Good,Male,Deceased,2008.0
7013,Jakuna Singh (Earth-616),No Dual,Good,Male,Deceased,1973.0
7014,Jalfaha Dahn (Earth-616),Public,,Male,Living,1992.0
7015,Jalin (Earth-616),No Dual,Bad,Male,Living,1973.0
7016,Jalome Beacher (Earth-616),Secret,Bad,Male,Deceased,1986.0
7017,Jam (Earth-616),Public,Good,Female,Living,1997.0
7018,Jamal (Earth-616),Public,,Male,Deceased,1986.0
7019,Jamal Afari (Earth-616),Public,Good,Male,Living,1975.0
7020,Jamal Peoples (Earth-616),Secret,Bad,Male,Living,2007.0
7021,Jamala (Earth-616),,Neutral,Female,Living,1985.0
7022,James (trapeze artist) (Earth-616),No Dual,Neutral,Male,Deceased,1974.0
7023,James Bennett (Earth-616),Public,Good,Male,Living,1943.0
7024,James Bourne (Earth-616),Public,Neutral,Male,Living,1986.0
7025,James Braddock Jr. (Earth-616),No Dual,Neutral,Male,Deceased,1976.0
7026,James Bradley (Earth-616),Secret,Good,Male,Living,
7027,James Buchanan (Earth-616),Public,,Male,Deceased,2013.0
7028,James Buchanan Barnes (Earth-616),Secret,Good,Male,Living,1941.0
7029,James Burley (Earth-616),Secret,Neutral,Male,Living,1992.0
7030,James Callaghan (Earth-616),,,Male,Living,1977.0
7031,James Carlin (Earth-616),Secret,Bad,Male,Deceased,1943.0
7032,James Carter (Earth-616),No Dual,Good,Male,Living,1977.0
7033,James Christian (Earth-616),Secret,Bad,Male,Living,1986.0
7034,James Cole (Earth-616),Secret,Neutral,Male,Living,2013.0
7035,James D'Angelo (Earth-616),No Dual,Good,Male,Living,1975.0
7036,James Darnell (Earth-616),Secret,Bad,Male,Living,1980.0
7037,James David (Earth-616),,Bad,Male,Living,1993.0
7038,James Dore Jr. (Zombie Clone) (Earth-616),Secret,Bad,Male,Living,2011.0
7039,James Fletcher (Earth-616),Public,Good,Male,Deceased,1991.0
7040,James Howlett (Doppelganger) (Earth-616),Secret,Bad,Male,Living,1992.0
7041,James Howlett (Heroes Reborn) (Earth-616),Secret,Good,Male,Deceased,2000.0
7042,James Howlett (Onslaught Reborn) (Earth-616),Secret,Good,Male,Living,2007.0
7043,"James Howlett (Retro, Skrull) (Earth-616)",Secret,Bad,Male,Deceased,2008.0
7044,James Howlett (Skrull) (Earth-616),Secret,Bad,Male,Deceased,1999.0
7045,James Howlett (War Skrull) (Earth-616),Secret,Bad,Male,Deceased,1991.0
7046,James Hudson (Clone) (Earth-616),Secret,Good,Male,Deceased,1997.0
7047,James Hudson (Earth-616),Secret,Good,Male,Living,1978.0
7048,James Hutchinson (Earth-616),Public,Neutral,Male,Living,2002.0
7049,James Ilse (Earth-616),Public,Bad,Male,Deceased,1946.0
7050,James Jackson (Earth-616),Public,Good,Male,Deceased,2009.0
7051,James Jankovicz (Earth-616),No Dual,Good,Male,Deceased,1942.0
7052,James Jaspers (Earth-616),Secret,Bad,Male,Deceased,1983.0
7053,James Johnsmeyer (Earth-616),Public,,Male,Living,1996.0
7054,James K. Polk (Earth-616),Public,,Male,Deceased,2013.0
7055,James Keller (Earth-616),,,Male,Living,2005.0
7056,James Kincaid (Earth-616),,Good,Male,Living,1988.0
7057,James Lardner (Earth-616),,Bad,Male,Living,1980.0
7058,James Larner (Earth-616),Public,Good,Male,Deceased,1976.0
7059,James Louis Prindle (Earth-616),Public,Good,Male,Living,2006.0
7060,James Lucas (Earth-616),No Dual,Neutral,Male,Living,1992.0
7061,"James Lucas, Jr. (Earth-616)",Secret,Bad,Male,Deceased,1992.0
7062,James Lukus (Earth-616),Public,Good,Male,Living,1990.0
7063,James Madison (Earth-616),Public,Good,Male,Deceased,2009.0
7064,James Madrox (Cortex) (Earth-616),Secret,Bad,Male,Living,2008.0
7065,James Madrox (Doppelganger) (Earth-616),Secret,Bad,,Living,1992.0
7066,James Madrox (Earth-616),Public,Good,Male,Living,1975.0
7067,James Madrox (Fallen Angels) (Earth-616),Secret,Bad,Male,Deceased,1987.0
7068,James Madrox (Mutate Duplicate) (Earth-616),Secret,Good,Male,Deceased,1987.0
7069,James Madrox (S.H.I.E.L.D. Agent) (Earth-616),Secret,Good,Male,Living,2006.0
7070,James Madrox (The X-Factor) (Earth-616),Secret,Bad,Male,Deceased,2006.0
7071,James Mandarin (Earth-616),No Dual,Bad,Female,Living,1976.0
7072,James Marks (Earth-616),Secret,Bad,Male,Living,1981.0
7073,James McDonald (Earth-616),Public,Good,Male,Living,1982.0
7074,James Melvin (Earth-616),Public,Bad,Male,Living,1982.0
7075,James Monroe (Earth-616),Public,,Male,Living,2013.0
7076,James Montgomery Falsworth (Earth-616),Secret,Good,Male,Deceased,1976.0
7077,James Murch (Earth-616),,Good,Male,Deceased,2005.0
7078,James Murphy (Earth-616),Public,Good,Male,Deceased,2012.0
7079,James Natale (Earth-616),Secret,Bad,Male,Deceased,2009.0
7080,James Owl (Earth-616),Secret,Good,Male,Living,1993.0
7081,James Petrie (Earth-616),Public,Good,Male,Living,1975.0
7082,James Pierce (Earth-616),Secret,Good,Male,Living,1994.0
7083,James Power (Earth-616),Public,Good,Male,Living,1984.0
7084,James Proudstar (Earth-616),Secret,Good,Male,Living,1984.0
7085,James Raydar (Earth-616),,Good,Male,Living,1994.0
7086,James Rhodes (Earth-616),Secret,Good,Male,Living,1979.0
7087,James Sanders (Earth-616),Secret,Neutral,Male,Living,1969.0
7088,James Santini (Earth-616),Public,Good,Male,Living,1995.0
7089,James Scully (Earth-616),Secret,Good,Male,Living,1975.0
7090,James Sharp (Earth-616),Secret,Bad,Male,Living,1990.0
7091,James Sinoda (Earth-616),Secret,Bad,Male,Deceased,1974.0
7092,James Sokolowski (Earth-616),Public,Good,Male,Living,1994.0
7093,James Spencer (Earth-616),Public,Good,Male,Living,1993.0
7094,James Taylor James (Earth-616),Secret,Neutral,Male,Deceased,2008.0
7095,James Valkon (Earth-616),Secret,Bad,Male,Living,1979.0
7096,James Wa (Earth-616),Public,Good,Male,Living,2007.0
7097,James Westbrook (Earth-616),,Neutral,Male,Living,2004.0
7098,James Wilson (Earth-616),No Dual,Good,Male,Deceased,1970.0
7099,James Woo (Earth-616),Public,Good,Male,Living,1956.0
7100,James Woo (LMD) (Earth-616),,,Male,Living,1988.0
7101,James Wyatt (Earth-616),Public,Bad,Male,Living,1978.0
7102,James Zafar (Earth-616),Secret,Neutral,Male,Living,1991.0
7103,James-Michael Starling (Earth-616),Public,Good,Male,Living,1976.0
7104,Jamie Flores (Earth-616),Secret,Good,Female,Living,1992.0
7105,Jamie Jacobs (Earth-616),,,Male,Deceased,1967.0
7106,Jamil (Earth-616),Secret,Bad,Male,Deceased,1994.0
7107,Jamir Khan (Earth-616),Public,Neutral,Male,Living,
7108,Jan (Earth-616),,,Female,Living,1981.0
7109,Jan Maarshall (Earth-616),Secret,Bad,Male,Living,1976.0
7110,Jan Radar (Earth-616),Secret,Bad,Male,Living,1992.0
7111,Jan van Slambrouck (Earth-616),,Neutral,Female,Living,1988.0
7112,Jane Bradley (Earth-616),,Bad,Female,Living,1940.0
7113,Jane Foster (Earth-616),No Dual,Good,Female,Living,1962.0
7114,Jane Foster (Heroes Reborn) (Earth-616),Public,Good,Female,Living,1996.0
7115,Jane Framan (Earth-616),No Dual,Good,Female,Living,1939.0
7116,Jane Hampshire (Earth-616),Secret,Bad,Female,Living,1996.0
7117,Jane Hastings (Earth-616),Secret,Good,Female,Living,1954.0
7118,Jane Jones (Earth-616),Public,Neutral,Female,Living,2002.0
7119,Jane Melville (Earth-616),Secret,Good,Female,Living,1996.0
7120,Jane Newell (Earth-616),No Dual,Bad,Female,Living,1947.0
7121,Jane Potter (Earth-616),,Good,Female,Living,2009.0
7122,Jane Smythe (Earth-616),Secret,Bad,Female,Living,2002.0
7123,Jane Takahama (Earth-616),,Neutral,Female,Deceased,1997.0
7124,Jane Thorne (Earth-616),Secret,Neutral,Female,Living,1989.0
7125,Janet Darling (Earth-616),Public,,Female,Living,1985.0
7126,Janet Galloway (Earth-616),,,Female,Living,1994.0
7127,Janet Grant (Earth-616),,Good,Female,Living,2007.0
7128,Janet Lyton (Earth-616),,Good,Female,Living,1975.0
7129,Janet McEntee (Earth-616),,,Female,Living,1984.0
7130,Janet Sorenson (Earth-616),Public,Good,Female,Living,1994.0
7131,Janet Stein (Earth-616),Secret,Bad,Female,Deceased,2003.0
7132,Janet Winslow (Earth-616),Public,Good,Female,Living,1940.0
7133,Janet van Dyne (Earth-616),Public,Good,Female,Living,1963.0
7134,Janice Caccone (Earth-616),Public,Neutral,Female,Deceased,1974.0
7135,Janice Carr (Earth-616),No Dual,Good,Female,Living,1973.0
7136,Janice Cord (Earth-616),No Dual,Good,Female,Deceased,1968.0
7137,Janice Foswell (Earth-616),Secret,Bad,Female,Deceased,1975.0
7138,Janice Hollenbeck (Earth-616),,Good,Female,Deceased,1992.0
7139,Janice Lincoln (Earth-616),Secret,Neutral,Female,Living,2010.0
7140,Janice Perry (Earth-616),Public,Good,Female,Living,1943.0
7141,Janice Yanizeski (Earth-616),Secret,Neutral,Female,Living,1995.0
7142,Janissary (Earth-616),,Bad,Male,Living,1994.0
7143,Janos Quested (Earth-616),Secret,Bad,Male,Living,1986.0
7144,Janus (Atlantean) (Earth-616),Public,Bad,Male,Living,2006.0
7145,Janus (Collection Agency) (Earth-616),,,Male,Living,1992.0
7146,Janus Tepes (Earth-616),Public,Good,Male,Living,1976.0
7147,Jaq (Earth-616),No Dual,Neutral,,Living,1999.0
7148,Jara (Earth-616),Public,Good,Female,Deceased,1996.0
7149,Jarakk (Earth-616),,,Male,Living,1993.0
7150,Jared (Earth-616),Public,,Male,Living,2002.0
7151,Jared Carstairs (Earth-616),Public,Bad,Male,Living,2001.0
7152,Jared Corbo (Earth-616),Secret,Good,Male,Living,1997.0
7153,Jared Kurtz (Earth-616),Public,Bad,Male,Deceased,1977.0
7154,Jared Nelson (Earth-616),,Good,Male,Living,2006.0
7155,Jarella (Earth-616),No Dual,Good,Female,Deceased,1971.0
7156,Jarhead (Earth-616),,,,Living,2010.0
7157,Jarna (Earth-616),Secret,Bad,Female,Living,1941.0
7158,Jarno Sprague (Earth-616),Secret,Bad,Male,Living,1992.0
7159,Jarr (Earth-616),Public,Bad,Male,Living,1972.0
7160,Jartran Radd (Earth-616),Public,Good,Male,Deceased,1991.0
7161,Jash (Earth-616),Secret,Bad,Male,Living,2008.0
7162,Jasker Jelko (Earth-616),Public,Bad,Male,Living,1962.0
7163,Jasmine (Earth-616),Public,Good,Female,Deceased,1980.0
7164,Jasmine Destine (Earth-616),Secret,Good,Female,Living,1994.0
7165,Jason (Argonaut) (Earth-616),Public,Good,Male,Living,
7166,Jason (Inhuman) (Earth-616),Secret,Neutral,Male,Living,
7167,Jason (Pantheon) (Earth-616),Secret,Neutral,Male,Living,1993.0
7168,Jason (Siege Character) (Earth-616),Public,Good,Male,Living,2010.0
7169,Jason Adamson (Earth-616),,,Male,Living,1974.0
7170,Jason Beere (Earth-616),,Bad,Male,Living,1978.0
7171,Jason Berg (Earth-616),Public,Good,Male,Living,1990.0
7172,Jason Cragg (Earth-616),Public,Bad,Male,Living,1963.0
7173,Jason Dean (Earth-616),Secret,Bad,Male,Living,1977.0
7174,Jason Frankenstein (Earth-616),,,Male,Living,1973.0
7175,Jason Grey (Earth-616),,,Male,Living,1972.0
7176,Jason Halloway (Earth-616),Public,Good,Male,Living,2010.0
7177,Jason Ionello (Earth-616),Public,Good,Male,Living,1995.0
7178,Jason Jerome (Earth-616),Public,Neutral,Male,Living,1990.0
7179,Jason Kimball (Earth-616),Secret,Bad,Male,Living,1972.0
7180,Jason Macendale Jr. (Earth-616),Secret,Bad,Male,Deceased,1981.0
7181,Jason Maldonado (Earth-616),,Good,Male,Living,1993.0
7182,Jason McCall (Earth-616),Secret,,Male,Deceased,1988.0
7183,Jason Pierce (Earth-616),Secret,Bad,Male,Living,2010.0
7184,Jason Powell (Earth-616),,Neutral,Male,Living,1991.0
7185,Jason Praed (Earth-616),Secret,Bad,Male,Living,1984.0
7186,Jason Quantrell (Earth-616),Public,Bad,Male,Living,
7187,Jason Reichert (Earth-616),,,Male,Living,2004.0
7188,Jason Rivera (Earth-616),Public,,Male,Living,1998.0
7189,Jason Roland (Earth-616),Public,Bad,Male,Living,1970.0
7190,Jason Strongbow (Earth-616),Secret,Good,Male,Living,1981.0
7191,Jason Struthers (Earth-616),,Bad,Male,Living,1978.0
7192,Jason Stryker (Earth-616),No Dual,Bad,Male,Living,1983.0
7193,Jason Treemont (Earth-616),Public,Neutral,Male,Deceased,2002.0
7194,Jason Tso (Earth-616),Public,Bad,Male,Deceased,1995.0
7195,Jason Wyngarde (Clone) (Earth-616),Secret,Bad,Male,Deceased,2012.0
7196,Jason Wyngarde (Earth-616),Secret,Bad,Male,Deceased,1964.0
7197,Jasper Angevine (Earth-616),Public,Good,Male,Living,2006.0
7198,Jasper Bateman (Earth-616),Secret,Bad,Male,Deceased,2010.0
7199,Jasper Daniels (Earth-616),Secret,Bad,Male,Living,1976.0
7200,Jasper Keaton (Earth-616),,,Male,Living,1990.0
7201,Jasper Sandstorm (Earth-616),Secret,Bad,Male,Living,1952.0
7202,Jasper Sitwell (Earth-616),Public,Good,Male,Deceased,1966.0
7203,Jasper Sitwell (Heroes Reborn) (Earth-616),,,Male,Deceased,1996.0
7204,Jasper Sitwell (LMD) (Earth-616),,,Male,Living,1988.0
7205,Jasper Whifflegrass (Earth-616),Public,Bad,Male,Living,1942.0
7206,Jat Vor-Thrul (Earth-616),Secret,Good,Male,Living,2009.0
7207,Jaten (Earth-616),Secret,,Male,Living,2009.0
7208,Jaunt (Earth-616),,Bad,,Deceased,2000.0
7209,Javelin (SHE) (Earth-616),Secret,Good,Female,Living,2000.0
7210,Javelynn (Earth-616),Secret,Bad,Female,Living,1994.0
7211,Javelynne (Earth-616),Secret,Bad,Female,Living,1994.0
7212,Javier Caldrone (Earth-616),Public,Neutral,Male,Living,1999.0
7213,Javier La Brava (Earth-616),Public,Good,Male,Living,
7214,Jawaharal Patel (Earth-616),Secret,Good,Male,Living,1980.0
7215,Jay Burnell (Earth-616),Secret,Bad,Male,Living,1996.0
7216,Jay DeMore (Earth-616),Secret,Bad,Male,Living,1980.0
7217,Jay Kelsey (Earth-616),No Dual,Bad,Male,Living,1946.0
7218,Jay Leno (Earth-616),,Good,Male,Living,1990.0
7219,Jay Little Bear (Earth-616),Public,Good,Male,Living,1968.0
