,Name,Connections,Identity,Alignment,Gender,Status,Year
2972,Ramrod Ii,14,,,,,
2973,"Lipscomb, Dr. Angela",14,,,,,
2974,G'Anym,14,,,,,
2975,Gaark,14,,Bad,Male,Living,1996.0
2976,"Stevens, Milo",14,,,,,
2977,"Stern, Roger",14,,,,,
2978,"Borroughs, Charles C",14,,,,,
2979,"Falconer, Calvin",14,,,,,
2980,Thunderbolt,14,,,,,
2981,"Stark, Howard | Time",14,,,,,
2982,Wolf,14,,Bad,Male,Living,1990.0
2983,Talo,14,Public,Good,Male,Living,2000.0
2984,"Gamble, Gracie",14,,,,,
2985,M'Kumba,14,,,,,
2986,"Jerome, Jason",14,,,,,
2987,Wormwood,14,,Bad,Male,Living,1984.0
2988,Cobalt Ii,14,,,,,
2989,"Wein, Glynis",14,,,,,
2990,Iron Fist H'Ylthri I,14,,,,,
2991,Irezumi,14,,,,,
2992,Black Fox Ii,14,,,,,
2993,"Gray, Sgt.",14,,,,,
2994,Skymax,14,,,,,
2995,"Smith, Col. Tolliver",14,,,,,
2996,"Smerdilovisc, Victor",14,,,,,
2997,Ingot,14,Secret,Bad,Female,Living,1999.0
2998,"Napier, Ramona Dr.",14,,,,,
2999,"Dennis, Marty",14,,,,,
3000,"Moore, Connie",14,,,,,
3001,Knight,14,,,,,
3002,"Rodriguez, Det. Phil",14,,,,,
3003,Impossible Woman,14,,,,,
3004,Rose Ii,14,,,,,
3005,Grim Hunter,14,,,,,
3006,"Grimm, Ben | Earth-A",14,,,,,
3007,"Mandarin, James",14,,,,,
3008,Sloth,14,,,,,
3009,"Destine, Adam",14,,,,,
3010,Rok,14,Public,Good,Male,Living,1995.0
3011,Manipulator,14,Secret,Bad,Male,Living,1978.0
3012,"Grasswind, Z'Oofrey",14,,,,,
3013,Knockabout,14,,,,,
3014,Colossus 2013,14,,,,,
3015,Nestor,14,Public,,Male,Living,1984.0
3016,"Gerasi, Joey",14,,,,,
3017,Maa-Gor,14,Public,Bad,Male,Living,1965.0
3018,Commando,14,,,,,
3019,Sister Salvation,14,Secret,,Female,Living,1989.0
3020,Rhapsody,14,,,,,
3021,"Richards, Reed | Ear",14,,,,,
3022,Ninja,14,Secret,Bad,Male,Living,1974.0
3023,"Cheever, John",14,,,,,
3024,Skar,14,Secret,Bad,Male,Living,1994.0
3025,Chemistro Iii,14,,,,,
3026,Nightstick,14,,,Male,Living,1992.0
3027,Cybertooth,14,,,,,
3028,Comet Man,14,,,,,
3029,"Munroe, David",14,,,,,
3030,Skin Ii,14,,,,,
3031,"Munroe, N'Dare",14,,,,,
3032,Night,14,,,,,
3033,"Jacobs, Glenda",14,,,,,
3034,Nhu'Abdar,14,,,,,
3035,Hyperstorm,14,,,,,
3036,Demolition Man Doppe,14,,,,,
3037,"Clearwater, Judge Ma",14,,,,,
3038,Ur-Lini,14,,,,,
3039,Rainbow,14,Secret,Bad,Male,Living,1975.0
3040,"Blackshear, Jonas",14,,,,,
3041,"Cole, Priscilla",14,,,,,
3042,"Kreiger, Simon",14,,,,,
3043,"Sherman, Gen.",14,,,,,
3044,"Shiffman, Maxie",14,,,,,
3045,Tethra,14,Secret,Bad,Male,Living,1982.0
3046,Scorpia,14,,,,,
3047,Scythe,14,,Bad,Male,Living,2000.0
3048,Thor Iv,14,,,,,
3049,"Ayala, Filippo",14,,,,,
3050,"Hastings, Prof. Loui",14,,,,,
3051,Volga Belle,14,,Bad,Female,Living,1992.0
3052,"Hargrove, Elias",14,,,,,
3053,"Lavender, Maxine",14,,,,,
3054,"Mellace, Lucy Santin",14,,,,,
3055,"El Gibar, Achmed",14,,,,,
3056,Executioner Iii,14,,,,,
3057,Firestrike,14,,,,,
3058,"Leclaire, Professor ",14,,,,,
3059,El Jaguar,14,,,,,
3060,"Landers, Ray",14,,,,,
3061,"Zedrao, General",14,,,,,
3062,"Quayle, Dan",14,,,,,
3063,Sunspyre,14,,,,,
3064,D.K.,14,,,,,
3065,Shanga,14,,,,,
3066,Tai,14,,Bad,Male,Deceased,1989.0
3067,"Benton, Terry",14,,,,,
3068,Briquette,14,Secret,Bad,Female,Living,1992.0
3069,Hammerhand Ii,14,,,,,
3070,Fold,14,,,,,
3071,"Burke, Theresa Tracy",14,,,,,
3072,Scrier Ii,14,,,,,
3073,"Proust, Paul",14,,,,,
3074,Cuffs,14,Secret,,Female,Living,1992.0
3075,"Menken, Donald L.",14,,,,,
3076,King (Of The Sewer P,14,,,,,
3077,Bux,14,Public,Good,Female,Living,1997.0
3078,"Provenzano, Paulie",14,,,,,
3079,Vibrato,14,Secret,Bad,Male,Living,1992.0
3080,"Mccourt, Allison",14,,,,,
3081,Avius,13,No Dual,,Male,Living,1972.0
3082,"Dorcas, Lemuel Dr.",13,,,,,
3083,"Mactaggart, Joe",13,,,,,
3084,Aries,13,,Bad,Male,Living,1998.0
3085,Javelin Ii,13,,,,,
3086,Black Spectre,13,,,,,
3087,"Blaze, Emma",13,,,,,
3088,Adora Clone,13,,,,,
3089,Madame Masque Ii,13,,,,,
3090,Psyche Ii,13,,,,,
3091,Nightwatch,13,,,,,
3092,"Koniev, Dmitri",13,,,,,
3093,Jardine,13,,,,,
3094,Zarathos,13,Secret,Neutral,Male,Living,1972.0
3095,Huntsman,13,,,,,
3096,Meatmarket,13,,,,,
3097,Dargil,13,Secret,Bad,Male,Living,1998.0
3098,Xemnu,13,Secret,Bad,Male,Living,1960.0
3099,"Nivena, Joanna",13,,,,,
3100,Elysia,13,Secret,Bad,Female,Deceased,2000.0
3101,"Puentes, Donna Maria",13,,,,,
3102,"Martinez, Linette",13,,,,,
3103,"Cross, Stanley",13,,,,,
3104,Violence,13,,,,,
3105,Fogg,13,,,,,
3106,Giganto,13,,,Male,Living,1962.0
3107,Bobcat,13,Secret,Bad,Male,Living,
3108,Geatar,13,,Bad,Male,Living,1990.0
3109,"Hitchuck, Kelly",13,,,,,
3110,Bullet Biker,13,,,,,
3111,Decibel,13,,,,,
3112,"Delany, Capt.",13,,,,,
3113,Eric The Red Ii,13,,,,,
3114,"Alegria, Richie",13,,,,,
3115,Devourer,13,,,,,
3116,Coal Tiger,13,,,,,
3117,Smokescream,13,,,,,
3118,Minster Hoard,13,,,,,
3119,Synraith,13,Secret,Bad,,Living,1996.0
3120,Wide Load Annie,13,,,,,
3121,Unit 101101,13,,,,,
3122,Psi-Borg,13,,,,,
3123,Father Time,13,Secret,Good,Male,Living,1991.0
3124,Eros,13,Public,Good,Male,Living,1973.0
3125,"Robeson, Professor K",13,,,,,
3126,"Beale, Eric",13,,,,,
3127,I.Q.,13,,,,,
3128,Weak Link,13,,,,,
3129,Devil Dinosaur | Mut,13,,,,,
3130,"Smallwood, Dan",13,,,,,
3131,"Kincaid, Moses",13,,,,,
3132,Scrier,13,,Neutral,Male,Living,1997.0
3133,Ikthon,13,Public,Bad,Male,Living,1968.0
3134,"Grimm, Ben | Mutant ",13,,,,,
3135,Manitou,13,Secret,Bad,Male,Living,1993.0
3136,Coach,13,Secret,Bad,Male,Deceased,2001.0
3137,Marauder,13,,,,,
3138,Muse,13,,,,,
3139,"Rosetti, Gabriel",13,,,,,
3140,"Danville, Sen. Owen",13,,,,,
3141,Nighthawk Iii,13,,,,,
3142,Fang Iii,13,,,,,
3143,"Cir, Dylon",13,,,,,
3144,"Sole, Major Remingto",13,,,,,
3145,"Marko, Kurt",13,,,,,
3146,Ko'Ichi,13,,,,,
3147,Watoomb,13,,Neutral,Male,Living,1979.0
3148,Ringleader,13,,,,,
3149,"Armstrong, Myra",13,,,,,
3150,"Mobius, Dr.",13,,,,,
3151,Flinch,13,,,,,
3152,Tiwaz,13,,,,,
3153,"Henckel, Maria",13,,,,,
3154,Bounty,13,Secret,Neutral,Female,Living,1999.0
3155,Goroth,13,Public,Good,Male,Living,2000.0
3156,Bolero,13,,,,,
3157,"Tork, Lt.",13,,,,,
3158,"Riordan, Jimmy",13,,,,,
3159,"Chaliz, Shanaz Rayna",13,,,,,
3160,Dr. Doom Doppelgange,13,,,,,
3161,"Chaliz, Hazram",13,,,,,
3162,Bernie,13,,,,,
3163,Savage Steel,13,,,,,
3164,Thunderfist,13,,,,,
3165,"Hamilton, Jerome",13,,,,,
3166,Pai,13,,,,,
3167,Juniper,13,,,,,
3168,Raa,13,,Bad,Male,Living,1992.0
3169,"Carter, Tad",13,,,,,
3170,Wanderer,13,Secret,Bad,Male,Living,1993.0
3171,"Sanders, Mac",13,,,,,
3172,Toy,13,No Dual,Bad,Male,Living,1976.0
3173,Trapper,13,,,,,
3174,Stronghold,13,,Bad,Male,Living,2000.0
3175,El Tigre,13,,,,,
3176,Aurora | Mutant X-Ve,13,,,,,
3177,Thundersword,13,,,,,
3178,Expediter,13,,,,,
3179,Facade,13,,,,,
3180,Opsidian,13,Secret,Bad,,Living,1999.0
3181,Cannonball,13,,,,,
3182,Mastermind Iv,13,,,,,
3183,"Furmintz, Harmon",13,,,,,
3184,"Sandor, Professor Is",13,,,,,
3185,Blindside Ii,13,,,,,
3186,Banshee 2013,13,,,,,
3187,"Littlewing, Susie",13,,,,,
3188,Gaard,13,,,,,
3189,Morning Star,13,,,,,
3190,Agent Axis,13,Secret,Bad,Male,Deceased,1977.0
3191,Outrider,13,,,,,
3192,"Mcelroy, James",13,,,,,
3193,Dry,13,Secret,Bad,Female,Living,1994.0
3194,Katyusha,13,Secret,Good,Female,Living,2000.0
3195,Cache,13,,Bad,Male,Living,2000.0
3196,Other,13,,,,,
3197,Ox Iv,13,,,,,
3198,Vincente,13,,,,,
3199,Ecliptic,13,Secret,Bad,Female,Living,1997.0
3200,"Galen Kor, Admiral [",13,,,,,
3201,"Carrera, Mia",13,,,,,
3202,"Raleigh, Richard",13,,,,,
3203,"Yuan, Billy",13,,,,,
3204,Visara,13,,Bad,Male,Deceased,1991.0
3205,Dr. Spectrum Iii,13,,,,,
3206,"Wolfman, Marv",13,,,,,
3207,Zodiak,13,,,,,
3208,"Lewis, Det. Garon",13,,,,,
3209,Shinar,13,Secret,Bad,Male,Living,1994.0
3210,"St. Thomas, Jules",13,,,,,
3211,Sabu,13,Public,Good,Male,Deceased,1997.0
3212,"Burr, Clayton",13,,,,,
3213,"Atkinson, Maj. Edmon",13,,,,,
3214,Satellite,13,,,Male,Living,1995.0
3215,"Fields, Traci",13,,,,,
3216,"Blaze, Craig",13,,,,,
3217,Human Top,13,,,,,
3218,"Kelly, Sara",13,,,,,
3219,Squid,13,,Bad,Male,Living,1989.0
3220,"Gaunt, Officer Kim",13,,,,,
3221,Ragar,13,Public,Bad,Male,Living,1976.0
3222,Pyre Ii,13,,,,,
3223,Atalon,13,,,,,
3224,Overrider,13,,,,,
3225,"Guthrie, Lucinda",13,,,,,
3226,"Olsen, Jimmy",13,,,,,
3227,Butterfly,13,Secret,Bad,Female,Living,1994.0
3228,Sapper,13,,,,,
3229,Dr. Volkh,13,,,,,
3230,Viliven,13,,,Female,Living,2001.0
3231,Loop,13,Secret,Bad,Male,Living,1994.0
3232,Ceranda,13,Public,Good,Female,Living,1999.0
3233,Mercury,13,Secret,Bad,Male,Deceased,1998.0
3234,Sacrificer,13,,,,,
3235,Dark Wind,13,,,,,
3236,Warbow,13,,Good,Male,Living,1983.0
3237,"Strong, Susan",13,,,,,
3238,Deadair,12,,,,,
3239,Animator,12,,Bad,Male,Deceased,1992.0
3240,Birdbrain,12,,,,,
3241,Scorpio Ii,12,,,,,
3242,"Mcdowell, Scotty",12,,,,,
3243,"Saunders, Kristine",12,,,,,
3244,Shakti,12,Secret,,Female,Living,1999.0
3245,Sibercat,12,,,,,
3246,"Belgrade, Dr. Horati",12,,,,,
3247,Maraud,12,Secret,Bad,Female,Living,1984.0
3248,Typhoid Mary | Mutan,12,,,,,
3249,Tommy Lightning,12,,,,,
3250,Shaman Ii,12,,,,,
3251,White Rabbit,12,,,,,
3252,Hogun | Mutant X-Ver,12,,,,,
3253,"Melton, Lorrie",12,,,,,
3254,Slag,12,,Bad,Male,Living,2007.0
3255,Belial,12,,Bad,Male,Living,1977.0
3256,Daddy Wronglegs,12,,,,,
3257,Skoll,12,Secret,Bad,Male,Living,1964.0
3258,Witness Ii,12,,,,,
3259,Mr. Sinister | Mutan,12,,,,,
3260,"Shooter, Jim",12,,,,,
3261,"Guthrie, Tyler",12,,,,,
3262,Binary | Mutant X-Ve,12,,,,,
3263,Cyclops | Mutant X-V,12,,,,,
3264,Hiro,12,,,Male,Living,1991.0
3265,"Tsung, Marcus",12,,,,,
3266,"Hudson, James | Muta",12,,,,,
3267,Cyanide Jane,12,Secret,Good,Female,Living,2000.0
3268,Molto,12,Secret,,Male,Deceased,1963.0
3269,Beautiful Dreamer Ii,12,,,,,
3270,Mr. Luck Ii,12,,,,,
3271,Anomaly,12,Secret,Bad,,Living,1991.0
3272,Headhunter,12,,Bad,Male,Deceased,2001.0
3273,"Conover, Hannah",12,,,,,
3274,"Conover, Rev. Willia",12,,,,,
3275,S'Lar,12,,,,,
3276,"Marts, Mr.",12,,,,,
3277,Toshi,12,,,,,
3278,Salvo,12,Secret,Neutral,Male,Deceased,2000.0
3279,Trickshot,12,,,,,
3280,Hyzaktl,12,,,,,
3281,Mindwave,12,Secret,Neutral,Male,Deceased,2007.0
3282,Wendigo Ii,12,,,,,
3283,Morph,12,Secret,Good,Male,Deceased,2000.0
3284,Crimson Dynamo Iv,12,,,,,
3285,Morpheus,12,,,,,
3286,"Wilson, Mercedes",12,,,,,
3287,Sea Witch,12,,,,,
3288,Crotus,12,,Bad,Male,Living,1988.0
3289,Hope,12,Public,Good,Female,Living,2008.0
3290,Deluge Ii,12,,,,,
3291,Delgado,12,,,,,
3292,"Sheridan, William",12,,,,,
3293,Murder,12,Secret,Bad,Female,Living,1994.0
3294,Scattershot,12,Secret,Bad,Female,Living,1992.0
3295,Mastermind Iii,12,,,,,
3296,"Anderson, Gina",12,,,,,
3297,Ampharon,12,,,,,
3298,"Crossan, Annie",12,,,,,
3299,"Dare, Rossalyn",12,,,,,
3300,"Mccabe, Nina",12,,,,,
3301,Tendril,12,,,,,
3302,Rom Clone,12,,,,,
3303,Agent 18,12,,,,,
3304,"Thorson, Dr. Walter",12,,,,,
3305,"Ramirez, Marta",12,,,,,
3306,"Furman, Richard",12,,,,,
3307,"Storm, Sue | Timesli",12,,,,,
3308,Karnak | Mutant X-Ve,12,,,,,
3309,Stranglehold,12,Secret,Bad,Male,Living,1998.0
3310,"Rakim, Sen. Kamal",12,,,,,
3311,Leviathan Ii,12,,,,,
3312,"Garfield, Murray",12,,,,,
3313,"Striker, Sam",12,,,,,
3314,"Calderone, Hannah",12,,,,,
3315,"Ballantine, Mr.",12,,,,,
3316,"Stroud, Simon",12,,,,,
3317,Katos,12,No Dual,Neutral,Male,Living,1988.0
3318,Aged Genghis,12,,Neutral,Male,Living,1965.0
3319,Styx,12,Secret,Bad,Male,Living,2011.0
3320,Destrak,12,,,,,
3321,"Carbone, Rosalie",12,,,,,
3322,"Stewart, Mackinley",12,,,,,
3323,Dream Queen,12,,,,,
3324,Air-Walker,12,,,Male,Living,1972.0
3325,Assault,12,,,,,
3326,"Standish, Gen.",12,,,,,
3327,Blackheart,12,No Dual,Bad,Male,Living,1989.0
3328,War Machine Ii,12,,,,,
3329,"Barbarossa, Vinnie",12,,,,,
3330,Dragonfist,12,,,,,
3331,Jovan,12,,,,,
3332,"Rasputin, Nikolai",12,,,,,
3333,Juggernaut | Mutant ,12,,,,,
3334,Thunderhead,12,,,,,
3335,Rasputin,12,,,,,
3336,"Dran, Damon",12,,,,,
3337,Rapture,12,Secret,Bad,Female,Living,
3338,Galen,12,No Dual,Neutral,Male,Living,1992.0
3339,"Baird, Dr.",12,,,,,
3340,Quarry,12,,,,,
3341,Q'Wake,12,Secret,Bad,Male,Living,1994.0
3342,"Adam 3,031",12,,,,,
3343,Killobyte,12,Secret,Bad,Male,Deceased,1994.0
3344,Terror Ii,12,,,,,
3345,"Takahama, Robert",12,,,,,
3346,Abraxas,12,,,,,
3347,Voice,12,Secret,Bad,Male,Living,1940.0
3348,Kirin,12,,,,,
3349,Princess Fen [Atlant,12,,,,,
3350,"Plexico, Det.",12,,,,,
3351,Tarook,12,,Bad,Male,Living,1996.0
3352,"Polombo, Cathy",12,,,,,
3353,"Pomeroy, Sylvia",12,,,,,
3354,Popeye,12,,,,,
3355,"Fields, Prof. Willia",12,,,,,
3356,Viper,12,,,,,
3357,Power Man Iii,12,,,,,
3358,Bones,12,Public,Good,Male,Living,1963.0
3359,Szarkus,12,,,,,
3360,"Zapper, Dan",12,,,,,
3361,Volcana Ash,12,,,,,
3362,Elejea,12,Secret,Good,Female,Living,1999.0
3363,Persephone,12,Secret,Good,Female,Living,
3364,Axis,12,Secret,Bad,Male,Deceased,2000.0
3365,Super-Nova,12,,,,,
3366,Flo,12,,,,,
3367,"Landers, Ricky",12,,,,,
3368,"Ayala, Awilda",12,,,,,
3369,"Lamy, Kelly",12,,,,,
3370,"Lambert, Wilson",12,,,,,
3371,Svyatogor,12,,,,,
3372,"Bryce, Archer",12,,,,,
3373,Swarm,12,,,,,
3374,Phineas,12,,Good,Male,Living,1962.0
3375,"Brown, Frank",12,,,,,
3376,Flatiron,12,Secret,Good,Male,Deceased,2000.0
3377,"Vandergill, George",12,,,,,
3378,"Little, Abner",12,,,,,
3379,Warfist,12,Secret,Bad,Male,Living,1994.0
3380,Digger Ii,12,,,,,
3381,Reiko,12,Secret,Neutral,Female,Living,1988.0
3382,Nova Ii | Mutant X-V,12,,,,,
3383,Wynter,12,Secret,Bad,Male,Deceased,1999.0
3384,Chira,12,,,,,
3385,"Madden, Chet",12,,,,,
3386,Janus,12,Public,Bad,Male,Living,2006.0
3387,Water Witch,12,Secret,Bad,Female,Living,1978.0
3388,Director X,12,Secret,Neutral,Male,Living,1997.0
3389,Socrates Sock,12,,,,,
3390,"Dillon, Anita",12,,,,,
3391,Ringlet,12,,Bad,Female,Living,1999.0
3392,"Ivanova, Elena",12,,,,,
3393,Spot,12,,Good,Male,Living,1940.0
3394,Snake,12,Secret,,Male,Living,1988.0
3395,Grand Overseer,12,,,,,
3396,Mainspring,12,,,,,
3397,Uplink,12,,,,,
3398,Basilisk,12,,Bad,Male,Living,1976.0
3399,Iron Giant Man | Mut,12,,,,,
3400,Malachi,12,Secret,Bad,Male,Living,2005.0
3401,"Greer, David",12,,,,,
3402,Nauda,12,,Bad,Male,Living,1992.0
3403,Greystone,12,,,,,
3404,Manacle,12,,Bad,,Living,1991.0
3405,Jet-Black,12,Secret,Bad,Male,Living,1999.0
3406,Remora,12,,Good,Male,Living,1994.0
3407,Xiandu,12,,,,,
3408,Xemu,12,,,,,
3409,"Van Helsing, Rachel",12,,,,,
3410,"Lumley, Judy",12,,,,,
3411,Cethlann,12,Secret,,Female,Living,1982.0
3412,Lord Gaspar,12,,,,,
3413,Warhawk Ii,12,,,,,
3414,"Reagan, Nancy",12,,,,,
3415,Red Guardian Iv,12,,,,,
3416,Ch'Vayre,12,,,,,
3417,O'Donnell,12,Public,Good,Male,Deceased,1988.0
3418,"Lowell, Dr.",12,,,,,
3419,Rebel,12,,,,,
3420,Dr. Phobos,11,,,,,
3421,Prowler Iii,11,,,,,
3422,"Gates, Junior",11,,,,,
3423,Pierso [Trionian],11,,,,,
3424,"Fitzpatrick, Will",11,,,,,
3425,Deathlok Iv,11,,,,,
3426,Sanctity,11,,,,,
3427,Missing Link Ii,11,,,,,
3428,"Grunch, Alestaire Fi",11,,,,,
3429,Origin,11,Secret,Good,,Living,1991.0
3430,Gorgeous George,11,,,,,
3431,"Watson, Madeline",11,,,,,
3432,Etuban,11,,,,,
3433,"Danvers, Mrs. Joe",11,,,,,
3434,Goth,11,Secret,Bad,Male,Deceased,2000.0
3435,"Dewitt, Kearson",11,,,,,
3436,Dr. Doom | Timeslide,11,,,,,
3437,Evilhawk,11,,,,,
3438,"Fallon, Meg",11,,,,,
3439,Battery,11,,,,,
3440,N'Gami,11,,,,,
3441,Feuer,11,Public,Good,Male,Living,1997.0
3442,"Prazniki, Annie",11,,,,,
3443,"Prazniki, Victor",11,,,,,
3444,Devastator Ii,11,,,,,
3445,Sentry 571,11,Secret,Bad,,Living,1998.0
3446,Batwing,11,,,,,
3447,"Pong, Wu",11,,,,,
3448,Armada Ii,11,,,,,
3449,"Falk, Dr. Jennie",11,,,,,
3450,"Vienneau, Jacques",11,,,,,
3451,"Segar, Owen",11,,,,,
3452,Seeker,11,Public,Neutral,Male,Living,2011.0
3453,Vise,11,Secret,Bad,Female,Living,1998.0
3454,Wild Man,11,,,,,
3455,"Devereaux, Michelle",11,,,,,
3456,"Ganger, Dr. Alexei",11,,,,,
3457,Firestar | Mutant X-,11,,,,,
3458,Fist,11,,Bad,Male,Living,1997.0
3459,"Gyrich, Henry Peter ",11,,,,,
3460,Volkhvy,11,,,,,
3461,Vixen,11,Secret,Bad,Female,Living,1983.0
3462,Phantom Rider Ii,11,,,,,
3463,"Waters, Seth",11,,,,,
3464,"Gunderson, Col. Rola",11,,,,,
3465,Ejulp,11,Secret,,Male,Living,1999.0
3466,Davidoff,11,,,,,
3467,"Ash, Brandy",11,,,,,
3468,Quorum,11,Secret,,Female,Living,1996.0
3469,Guilotine,11,,,,,
3470,"Radcliffe, Todd",11,,,,,
3471,Serestus,11,Secret,Bad,Male,Living,2001.0
3472,"Mueller, Amanda",11,,,,,
3473,"Dawson, Dictionary",11,,,,,
3474,"Franklin, Jeremy",11,,,,,
3475,Dead Ringer,11,,,,,
3476,"Dubois, Herve",11,,,,,
3477,Gullo,11,,,,,
3478,"Gerasi, Mary Rose",11,,,,,
3479,Donyell,11,,,,,
3480,Vacuum,11,,,Male,Living,1995.0
3481,Sanguine,11,Secret,Bad,Male,Living,2000.0
3482,Rakkus,11,,,,,
3483,Ralf,11,Public,Good,Male,Living,2004.0
3484,"Barrenos, Omar",11,,,,,
3485,Arachne,11,Secret,Bad,,Deceased,1974.0
3486,Deathstroke,11,,,,,
3487,Attractive Lad,11,,,,,
3488,Quentino,11,,,,,
3489,"Dixon, General",11,,,,,
3490,"Sawyer, General Samu",11,,,,,
3491,"Harris, Monroe",11,,,,,
3492,Mole,11,Secret,Good,Male,Living,1990.0
3493,"Sandoval, Diego",11,,,,,
3494,Mole Man | Mutant X-,11,,,,,
3495,"Halberg, Donald",11,,,,,
3496,Entity,11,,,,,
3497,"Harrigan, Patricia P",11,,,,,
3498,Dreadface,11,Secret,Bad,Male,Living,1991.0
3499,"Rifkin, Biff",11,,,,,
3500,Avandalia,11,,Bad,Female,Living,1991.0
3501,Electryon,11,Secret,Bad,Male,Living,1999.0
3502,Razorblade,11,,Bad,Male,Living,1974.0
3503,Urson-Wellz,11,,Good,Male,Living,1994.0
3504,"Riddley, Hiram Ram",11,,,,,
3505,Nimrod Iii,11,,,,,
3506,Monocle,11,,,,,
3507,Guardian Iv,11,,,,,
3508,"Scanlon, Commander",11,,,,,
3509,"Harker, Quincy",11,,,,,
3510,Baker,11,Public,,Male,Living,1988.0
3511,"David, Peter",11,,,,,
3512,Pele Ii,11,,,,,
3513,"Feiffer, Deputy Beau",11,,,,,
3514,"Lane, Silas",11,,,,,
3515,Max Ii,11,,,,,
3516,Husk,11,,,,,
3517,Commander Courage,11,,,,,
3518,"Anders, Joshua Richi",11,,,,,
3519,Kerivak,11,,,,,
3520,Thermo Ii,11,,,,,
3521,Masked Marauder,11,,,,,
3522,"Contoni, Paul",11,,,,,
3523,Thermal Man,11,Secret,Bad,Male,Living,1969.0
3524,Joust,11,Secret,Neutral,Male,Living,1996.0
3525,"Chalmer, Judge",11,,,,,
3526,Hrill,11,,,,,
3527,Bolt,11,,,,,
3528,Honey Lemon,11,,,,,
3529,Andros,11,Secret,Bad,Male,Living,1996.0
3530,"Tabeshaw, Harry",11,,,,,
3531,Skunge,11,,Bad,Male,Living,1985.0
3532,Terror,11,Public,Good,Male,Living,1950.0
3533,"Traynor, Harley",11,,,,,
3534,Zingh,11,,,,,
3535,"Berkeley, Travis",11,,,,,
3536,Xelocks [Trionian],11,,,,,
3537,Shrill,11,,,Female,Living,1994.0
3538,Casper,11,,,,,
3539,"Brewer, Amy",11,,,,,
3540,Wirehead,11,Secret,Bad,Male,Living,1994.0
3541,Tikuak,11,,,,,
3542,Abel,11,No Dual,,Male,Living,2002.0
3543,Kree Scarlet Witch [,11,,,,,
3544,Cat Man Iii,11,,,,,
3545,Hitman,11,Secret,Bad,Male,Living,2013.0
3546,"Kemble, Dr.",11,,,,,
3547,Lead-In,11,,,,,
3548,Angel Iii,11,,,,,
3549,Thumper,11,,,,,
3550,Lionmane,11,,,,,
3551,"Sommers, April",11,,,,,
3552,"Maddicks, Professor ",11,,,,,
3553,Stick,11,Secret,Good,Male,Deceased,1981.0
3554,Lightningbolt Ii,11,,,,,
3555,Jakal,11,Secret,Bad,Male,Deceased,1985.0
3556,Jack O'Diamonds,11,,,,,
3557,Librito,11,,,,,
3558,Mahkizmo,11,,,,,
3559,It,11,Secret,Good,Male,Living,1961.0
3560,Candlemas,11,,,,,
3561,"Alvarez, Carly",11,,,,,
3562,Isis,11,Secret,Neutral,Female,Living,1975.0
3563,"Levine, Abby",11,,,,,
3564,Major Victory,11,,,,,
3565,Carrion,11,,,,,
3566,"Lequarre, Gerry",11,,,,,
3567,"Jella, Private",11,,,,,
3568,Katana,11,,Bad,Female,Living,1997.0
3569,"Tolliver, Rev. Jacks",11,,,,,
3570,Caesar,11,,,,,
3571,C.F.,11,,,,,
3572,"Sloan, Jason",11,,,,,
3573,"Woods, Timothy",11,,,,,
3574,Steck'Ee,11,,,,,
3575,Zaniac Ii,11,,,,,
3576,"Thompson, Jessica Je",11,,,,,
3577,Slice,11,,,,,
3578,Toothgrinder,11,,Good,Male,Living,1976.0
3579,"Woo, Sonia",11,,,,,
3580,Triax,11,Secret,Bad,Male,Deceased,1978.0
3581,"Mactaggart, Moira | ",11,,,,,
3582,Tserron,11,,Bad,Female,Deceased,1999.0
3583,Sersi | Mutant X-Ver,11,,,,,
3584,Crowley,11,,,,,
3585,Tei,11,,,,,
3586,A'Yin,11,,,,,
3587,Terminator,11,,Good,Male,Deceased,1981.0
3588,Mephista,11,Secret,Neutral,Female,Living,1989.0
3589,Hellrazor,11,,,,,
3590,Cathode,11,Secret,Bad,Female,Living,1992.0
3591,"Kosinski, Harley",11,,,,,
3592,Cudgel,11,Secret,Bad,Male,Deceased,2000.0
3593,Crushtacean,11,Secret,,Male,Living,1995.0
3594,Tellis,11,,,,,
3595,Yankee Clipper,11,,Good,Female,Deceased,1987.0
3596,Crux,11,,,,,
3597,Kraken,11,,,Agender,Living,1967.0
3598,"Ceausecu, Ionel",11,,,,,
3599,Legs Ii,10,,,,,
3600,Imp,10,,,,,
3601,"Bentley, Miles",10,,,,,
3602,Poppa Wheeler,10,,,,,
3603,Keaton,10,,,,,
3604,Oshtur,10,Secret,Good,Female,Living,1964.0
3605,Ford,10,,,,,
3606,Roc,10,Secret,Bad,Male,Deceased,1992.0
3607,Kaze,10,,,,,
3608,"Cohen, Izzy",10,,,,,
3609,"Zane, Donovan",10,,,,,
3610,Blackwulf,10,Secret,Neutral,Male,Living,1994.0
3611,"Steed, Mr.",10,,,,,
3612,Gadriel,10,Secret,Good,Male,Living,1998.0
3613,"Jenkins, Walter",10,,,,,
3614,Namorita | Mutant X-,10,,,,,
3615,"Shaara, Sanjit",10,,,,,
3616,Hawkeye | Mutant X-V,10,,,,,
3617,"Shaitan, Al",10,,,,,
3618,"Manh, Coy Tranh",10,,,,,
3619,Nova Iii,10,,,,,
3620,Marita,10,Public,Good,Female,Living,1997.0
3621,Nox,10,,Bad,Female,Living,1991.0
3622,"Gerasi, Leslie",10,,,,,
3623,Jusur,10,,,,,
